Dialect,序號,詞目,詞性,詞目索引,音讀,音讀（符號）,PFS,PFS輸入式,方言點,釋義,例句,相似詞,相反詞,對應音檔名稱
四縣腔,73,點香, ,聲母索引/01 四縣/m/ia/上聲(2/ˋ/31),diam31 hiong24,diamˋ hiongˊ,tiám-hiông,tiam3-hiong1,,1.點燃香支。　2.引申為拜神。,"例：大家都到齊吔，好點香來拜哩。(大家都到齊了，可以點香來拜了。)
例：阿婆逐日打早都會去伯公下點香。(奶奶每天一早都會去土地公廟拜神。)",拜喏, ,　
四縣腔,74,鳥翼, ,"詞目分類索引/動物
聲母索引/01 四縣/d/iau/陰平(1/ˊ/24)",diau24 id5,diauˊ id,tiâu-yi̍t,tiau1-yit5,,鳥的翅膀。,例：鳥翼係著傷，就毋會飛哩。(鳥翅膀如果受傷，就飛不起來了。),翼胛, ,　
四縣腔,75,鳥卵, ,"詞目分類索引/動物
聲母索引/01 四縣/d/iau/陰平(1/ˊ/24)",diau24 lon31,diauˊ lonˋ,tiâu-lón,tiau1-lon3,,鳥蛋。,例：該竇鳥卵孵會歸半個月吔，毋知有打觜吂？(那窩鳥蛋已經孵了快半個月了，不知破殼了沒？), , ,　
四縣腔,76,鳥嫲, ,聲母索引/01 四縣/d/iau/陰平(1/ˊ/24),diau24 ma11,diauˊ maˇ,tiâu-mà,tiau1-ma2,,母鳥。,例：樹頂該竇鳥子啾啾滾，鳥嫲毋知飛到哪去吔？(樹上那窩小鳥啾啾叫，母鳥不知飛到哪裡去了？), ,鳥公,　
四縣腔,77,鳥屎, ,"詞目分類索引/動物
聲母索引/01 四縣/d/iau/陰平(1/ˊ/24)",diau24 sii31,diauˊ siiˋ,tiâu-sṳ́,tiau1-sii3,,鳥糞。,例：燕仔在屋簷下做竇，廊仔下歸地泥都係鳥屎。(燕子在屋簷下築巢，走廊滿地都是鳥糞。), , ,　
四縣腔,78,吊頸, ,聲母索引/01 四縣/d/iau/去聲(3/ /55),diau55 giang31,diau giangˋ,tiau-kiáng,tiau4-kiang3,,上吊、自縊。,例：壓力恁大，逼到佢強強就會去吊頸。(壓力這麼大，逼得他險些就要去上吊。),䌈頸　自縊, ,　
四縣腔,79,刀嫲, ,"詞目分類索引/器物用品
聲母索引/01 四縣/d/o/陰平(1/ˊ/24)",do24 ma11,doˊ maˇ,tô-mà,to1-ma2,,柴刀。用以砍柴或砍竹子的大型刀具。,例：佢擎等刀嫲，愛去山頂斬竹仔。(他拿著柴刀，要去山上砍竹子。), , ,　
四縣腔,80,倒貶, ,聲母索引/01 四縣/d/o/去聲(3/ /55),do55 bien31,do bienˋ,to-pién,to4-pien3,,倒反。,例：仰會恁無頭神？衫褲倒貶著都毋知！(怎麼這麼無精打采？衣服穿反了都不知道！),顛倒, ,　
四縣腔,81,倒汗水, ,"詞目分類索引/飲食
聲母索引/01 四縣/d/o/去聲(3/ /55)",do55 hon55 sui31,do hon suiˋ,to-hon-súi,to4-hon4-sui3,,水氣凝結而成的水珠。,例：南風天來，歸壁仔都係倒汗水。(南風天到來時，牆壁上到處都是反潮的水珠。), , ,　
四縣腔,82,當晝, ,"詞目分類索引/時間節令
聲母索引/01 四縣/ng/o/陰平(1/ˊ/24)",dong24 zu55,dongˊ zu,tông-chu,tong1-chu4,,中午、正午。,例：天光當晝來吾屋下，分𠊎請。(明天中午到我家來，我請客。),當晝頭　當晝心　日心仔, ,　
四縣腔,83,當店, ,"詞目分類索引/建築住居
詞目分類索引/產業勞動
聲母索引/01 四縣/ng/o/去聲(3/ /55)
詞目分類索引/財經法政",dong55 diam55,dong diam,tong-tiam,tong4-tiam4,,當鋪。收取貴重物品做為抵押，而出借現款給典當者的店鋪。,例：這隻時錶仔係當店買个流當品。(這隻手錶是當鋪買的流當品。), , ,　
四縣腔,84,堵數, ,聲母索引/01 四縣/d/u/陽平(5/ˇ/11),du11 sii55,duˇ sii,tù-sṳ,tu2-sii4,,抵帳。,例：佢借來做生理个錢了淨淨，無錢好還人，用屋仔去堵數。(他借來做生意的錢賠光光，沒錢可還人，拿房子去抵帳。), , ,　
四縣腔,85,堵堵好, , ,du31 du31 ho31,duˋ duˋ hoˋ,tú-tú-hó,tu3-tu3-ho3,,剛剛好、恰恰好。　,例：今晡日𫣆兩儕堵堵好有閒，共下來去逛街好無？(（今天我們兩人剛剛好有空，一起去逛街好嗎？）),堵好, ,　
四縣腔,86,堵好, ,"詞目分類索引/事物情狀
聲母索引/01 四縣/d/u/上聲(2/ˋ/31)",du31 ho31,duˋ hoˋ,tú-hó,tu3-ho3,,剛好、恰巧。,例：𠊎堵好有閒，做得摎你𢯭手。(我剛好有空，可以幫你忙。),堵堵好, ,　
四縣腔,87,對年, ,"詞目分類索引/宗教民俗
聲母索引/01 四縣/d/ui/去聲(3/ /55)",dui55 ngien11,dui ngienˇ,tui-ngièn,tui4-ngien2,,（忌）喪葬禮俗術語。人過世後滿一週年。,例：有兜人過身，對年過就合火哩。(有些人過世滿一週年，就和祖先合併香火祭拜了。), , ,　
四縣腔,88,對歲, ,"詞目分類索引/宗教民俗
詞目分類索引/時間節令
聲母索引/01 四縣/d/ui/去聲(3/ /55)",dui55 se55,dui se,tui-se,tui4-se4,,週歲。嬰兒出生滿一年。,例：細人仔差毋多對歲過，正開始學行。(小孩子差不多週歲後，才開始學走路。), , ,　
四縣腔,89,冬節, ,"詞目分類索引/宗教民俗
聲母索引/01 四縣/ng/u/陰平(1/ˊ/24)
詞目分類索引/時間節令",dung24 jied2,dungˊ jiedˋ,tûng-chiet,tung1-chiet6,,冬至。二十四節氣之一。通常在國曆十二月二十二或二十三日。相傳冬至是牛的生日，當天，要讓牛休息一天，並餵食上好草料，還把湯圓貼掛在牛角上，象徵替牛過生日。故民間又稱冬至為「牛生日」。,例：阿婆講冬節日生成愛食粄圓仔。(祖母說冬至那天本來就要吃湯圓。),冬至　牛生日, ,　
四縣腔,90,冬禾, ,"詞目分類索引/植物
聲母索引/01 四縣/ng/u/陰平(1/ˊ/24)",dung24 vo11,dungˊ voˇ,tûng-vò,tung1-vo2,,於冬季收割的稻子，即第二期的稻作。,例：冬禾割忒，就好準備過年吔。(二期稻收割後，就可以準備過年了。),翻耕禾　翻耕仔　尾冬禾, ,　
四縣腔,91,鸚哥, ,聲母索引/01 四縣/n/e/陰平(1/ˊ/24),en24 go24,enˊ goˊ,ên-kô,en1-ko1,,鸚鵡。鳥綱鸚鵡目。體長約三十公分，嘴大而短，上嘴鉤曲覆下嘴，舌肥厚，善學人語。羽毛有白、紅、黃、綠等色。棲於熱帶森林或巖洞樹穴中。,例：阿舅畜一隻鸚哥，會講話又會唱歌仔，實在異生趣。(舅舅養一隻鸚鵡，會說話又會唱歌，真的很有趣。), , ,　
四縣腔,92,應嘴, ,聲母索引/01 四縣/n/e/去聲(3/ /55),en55 zoi55,en zoi,en-choi,en4-choi4,,頂嘴。與上級或長輩爭辯。,例：世大人係有仰般講，愛恬恬聽，毋好緊應嘴。(長輩若是有指正的意見，要靜靜聽，不可以一直頂嘴。),堵嘴　應話　應嘴應鼻, ,　
四縣腔,93,花盎仔, ,聲母索引/01 四縣/f/a/陰平(1/ˊ/24),fa24 ang24 e31,faˊ angˊ eˋ,fâ-âng-é,fa1-ang1-e3,,花瓶。,例：花盎仔肚个水愛輒兜仔換，正毋會生蚊仔。(花瓶裡的水要經常換，才不會長蚊子。), , ,　
四縣腔,94,花菜, ,"詞目分類索引/飲食
詞目分類索引/植物
聲母索引/01 四縣/f/a/陰平(1/ˊ/24)",fa24 coi55,faˊ coi,fâ-chhoi,fa1-chhoi4,,花椰菜。十字花科蕓薹屬，二年生草本植物。為甘藍的變種，莖硬而肥大，葉寬大，基部鈍形，邊緣呈波狀，平滑無毛。其花部成肉質塊狀，可供食用。,例：聽講多食花菜較毋會發癌。(聽說多吃花椰菜比較不會罹癌。), , ,　
四縣腔,95,花假, ,"詞目分類索引/人際互動
詞目分類索引/人物品評
聲母索引/01 四縣/f/a/陰平(1/ˊ/24)",fa24 ga31,faˊ gaˋ,fâ-ká,fa1-ka3,,虛偽、虛假。,例：做人忒花假，就無人會信你。(為人太虛假，就沒有人會相信你。),花花假假　虛假,篤實,　
四縣腔,96,花喇必駁, , ,fa24 la24 bid2 bog2,faˊ laˊ bidˋ bogˋ,fâ-lâ-pit-pok,fa1-la1-pit6-pok6,,花色駁雜紛亂的樣子。　,"佢歸面畫到花喇必駁，無人認得出佢。
他滿臉畫得花花綠綠，沒有人認得出他來。", , ,　
四縣腔,97,花舌, ,"詞目分類索引/人際互動
聲母索引/01 四縣/f/a/陰平(1/ˊ/24)",fa24 sad5,faˊ sad,fâ-sa̍t,fa1-sat5,,（貶）花言巧語。指人善於使用言詞，挑撥是非。,例：該隻著紅衫仔个，盡花舌，毋好畀戀著。(那個穿紅衣服的，花言巧語，不要被迷惑。), , ,　
四縣腔,98,法度, ,聲母索引/01 四縣/f/ab/陰入(4/ˋ/2),fab2 tu55,fabˋ tu,fap-thu,fap6-thu4,,方法、辦法。,例：一下愛恁多錢，𠊎哪有法度？(一下子要這多錢，我哪有辦法？),法　辦法　方法, ,　
四縣腔,99,發酵, ,"詞目分類索引/飲食
聲母索引/01 四縣/f/ad/陰入(4/ˋ/2)",fad2 gau55,fadˋ gau,fat-kau,fat6-kau4,,酵母、酵母粉。酵母能使糖分解為酒精與二氧化碳，使米糰或麵糰發酵蓬鬆。,例：做發粄愛放發酵，恁樣正會發。(製作發糕要放酵母，這樣才會發酵蓬鬆。),酵嫲　發粉, ,　
四縣腔,100,反症, ,"詞目分類索引/疾病醫療
聲母索引/01 四縣/n/a/上聲(2/ˋ/31)",fan31 ziin55,fanˋ ziin,fán-chṳn,fan3-chiin4,,舊疾復發。,例：阿爸有風溼痛，見堵著落雨天就會反症。(父親有風溼病，每遇到下雨天就會舊疾復發。), , ,　
四縣腔,101,飯盆頭, ,"詞目分類索引/飲食
聲母索引/01 四縣/n/a/去聲(3/ /55)",fan55 pun11 teu11,fan punˇ teuˇ,fan-phùn-thèu,fan4-phun2-theu2,,用來炊煮、盛飯的容器。,例：大家煞猛食，飯盆頭肚還當多飯。(大家盡量吃，飯鍋裡還有很多飯。),飯鑊仔, ,　
四縣腔,102,飯包, ,"詞目分類索引/飲食
聲母索引/01 四縣/n/a/去聲(3/ /55)",fan55 bau24,fan bauˊ,fan-pâu,fan4-pau1,,便當、餐盒。,例：當晝頭毋想煮，買飯包食食啊就好。(中午不想煮，買便當吃吃就好。),便當　飯篼仔, ,　
四縣腔,103,飯匙, ,"詞目分類索引/飲食
詞目分類索引/器物用品
聲母索引/01 四縣/n/a/去聲(3/ /55)",fan55 cii11,fan ciiˇ,fan-chhṳ̀,fan4-chhii2,,盛飯用的餐具。,例：去拿飯匙來添飯。(去拿飯匙來盛飯。), , ,　
四縣腔,104,飯匙骨, ,"詞目分類索引/人體器官
詞目分類索引/疾病醫療
聲母索引/01 四縣/n/a/去聲(3/ /55)",fan55 cii11 gud2,fan ciiˇ gudˋ,fan-chhṳ̀-kut,fan4-chhii2-kut6,,肩胛骨。人體背部上方外側的骨頭，左右各一，三角扁平形，形似飯匙，故得名。,例：阿伯昨晡日騎車仔跌倒，傷著飯匙骨。(伯父昨天騎車跌倒，傷到肩胛骨。), , ,　
四縣腔,105,飯鑊, ,"詞目分類索引/飲食
聲母索引/01 四縣/n/a/去聲(3/ /55)",fan55 vog5,fan vog,fan-vo̍k,fan4-vok5,,飯鍋。煮飯或是盛飯的鍋子。,例：軍隊肚用个飯鑊盡大。(軍隊裡用的飯鍋很大。),飯盆頭　飯缽, ,　
四縣腔,106,回南, ,聲母索引/01 四縣/f/i/陽平(5/ˇ/11),fi11 nam11,fiˇ namˇ,fì-nàm,fi2-nam2,,颱風過後引進西南氣流的現象。,例：風搓回南哩，毋知還會落大雨無？(颱風回南了，不知道還會下大雨嗎？), , ,　
四縣腔,107,費氣, ,"詞目分類索引/事物情狀
聲母索引/01 四縣/f/i/去聲(3/ /55)",fi55 hi55,fi hi,fi-hi,fi4-hi4,,1.麻煩、費事。指為了瑣碎的事勞神費心。　2.糟糕、事態嚴重。,"例：衫褲去買就有吔，仰恁費氣愛自家做？(衣服去買就有了，怎麼這麼麻煩，要自己做？)
例：細病毋醫，拖到變大病就費氣哩喲。(小病不醫，拖成大病就糟了。)",麻煩,1.省事,　
四縣腔,108,肺炎, ,"詞目分類索引/疾病醫療
聲母索引/01 四縣/f/i/去聲(3/ /55)",fi55 iam11,fi iamˇ,fi-yàm,fi4-yam2,,肺部發炎的病症。會出現發燒、發冷、咳嗽、喀痰、胸疼及呼吸困難等症狀，常由細菌、病毒等引起。,例：寒著毋遽遽醫好來，等到變肺炎就當費氣哩喲。(感冒不快點醫好，演變成肺炎就麻煩了。),氣炎, ,　
四縣腔,109,火車嫲, ,聲母索引/01 四縣/f/o/上聲(2/ˋ/31),fo31 ca24 ma11,foˋ caˊ maˇ,fó-chhâ-mà,fo3-chha1-ma2,,火車頭。列車最前方牽引的機械車。,例：頭擺个火車嫲係燒石炭个。(從前的火車頭是燒煤炭的。), , ,　
四縣腔,110,火囪, ,"詞目分類索引/器物用品
聲母索引/01 四縣/f/o/上聲(2/ˋ/31)",fo31 cung24,foˋ cungˊ,fó-chhûng,fo3-chhung1,,火籠。昔日用竹編製之手提火籠，內放陶製火盆，盆內放置木炭，點燃後可取暖。,例：頭擺个老人家一到寒天就愛炙火囪。(從前的老人家一到冬天就要用火籠取暖。), , ,　
四縣腔,111,伙房, ,"詞目分類索引/宗教民俗
詞目分類索引/建築住居
聲母索引/01 四縣/f/o/上聲(2/ˋ/31)",fo31 fong11,foˋ fongˇ,fó-fòng,fo3-fong2,,宗族聚落。,例：新埔个劉屋伙房當有名。(新埔的劉家聚落很有名。), , ,　
四縣腔,112,伙房屋, ,"詞目分類索引/宗教民俗
詞目分類索引/建築住居
聲母索引/01 四縣/f/o/上聲(2/ˋ/31)",fo31 fong11 vug2,foˋ fongˇ vugˋ,fó-fòng-vuk,fo3-fong2-vuk6,,以家族為概念建造的合院式建築，如三合院、四合院等。,例：屏東萬巒五溝水有當多伙房屋。(屏東萬巒五溝水有很多伙房式建築。), , ,　
四縣腔,113,火油, ,"詞目分類索引/飲食
聲母索引/01 四縣/f/o/上聲(2/ˋ/31)",fo31 iu11,foˋ iuˇ,fó-yù,fo3-yu2,,花生油。以烘過的花生米榨的油，可供食用或燃燈。,例：用火油炒菜當香、當好食。(用花生油炒菜很香、很好吃。),番豆油, ,　
四縣腔,114,火鉗, ,"詞目分類索引/器物用品
聲母索引/01 四縣/f/o/上聲(2/ˋ/31)",fo31 kiam11,foˋ kiamˇ,fó-khiàm,fo3-khiam2,,夾煤或炭火時所用的鐵鉗子。,例：水滾哩，火毋使恁猛，遽遽用火鉗夾兜仔火炭出來。(水開了，火不必這麼旺，快用火鉗夾些炭出來。), , ,　
四縣腔,115,伙食外開, ,"詞目分類索引/慣用語
聲母索引/01 四縣/f/o/上聲(2/ˋ/31)
詞目分類索引/生活狀態",fo31 siid5 ngoi55 koi24,foˋ siid ngoi koiˊ,fó-sṳ̍t-ngoi-khôi,fo3-siit5-ngoi4-khoi1,,家中不開伙，在外搭伙或外食。,例：年下仔做鬧熱該駁仔，當多人日日伙食外開分人請。(年底大拜拜那陣子，很多人每天家中不開伙讓人請客。),無開伙灶　幫人食, ,　
四縣腔,116,火炭, ,"詞目分類索引/器物用品
聲母索引/01 四縣/f/o/上聲(2/ˋ/31)",fo31 tan55,foˋ tan,fó-than,fo3-than4,,木炭。是一種將木材密閉於窯中，用火燜薰而成的燃料。或在家中將灶中燒成通紅之柴夾入甕中加蓋冷卻而成。顏色黑、質地硬，也可用來過濾液體和氣體。,例：這下盡少人用火炭烳茶哩。(現在很少人用木炭燒開水了。), , ,　
四縣腔,117,歡喜, ,"詞目分類索引/思維心態
聲母索引/01 四縣/n/o/陰平(1/ˊ/24)",fon24 hi31,fonˊ hiˋ,fôn-hí,fon1-hi3,,快樂、高興。,例：阿公看著恁多子孫轉來摎佢做生日，心肝肚異歡喜。(爺爺看見這麼多子孫來幫他慶生，心裡很高興。),暢　鬆爽, ,　
四縣腔,118,苦味, ,"詞目分類索引/事物情狀
詞目分類索引/飲食
聲母索引/01 四縣/f/u/上聲(2/ˋ/31)",fu31 mi55,fuˋ mi,fú-mi,fu3-mi4,,1.五味之一。似黃連、膽汁的味道。　2.稍有苦味的。,"例：人講有苦味个東西，食吔做得退火。(據說有苦味的東西，吃了可以退火。)
例：這東西食起來苦味苦味，吞毋落胲。(這東西吃起來苦苦的，吞不下口。)",2.苦篤　2.苦苦, ,　
四縣腔,119,褲腳, ,"詞目分類索引/衣著裝扮
聲母索引/01 四縣/f/u/去聲(3/ /55)",fu55 giog2,fu giogˋ,fu-kiok,fu4-kiok6,,褲子的最下端部分。,例：這條新褲个褲腳忒長，愛拿去改過。(這條新褲子的褲腳太長，要拿回去修改。), , ,　
四縣腔,120,褲頭, ,"詞目分類索引/衣著裝扮
聲母索引/01 四縣/f/u/去聲(3/ /55)",fu55 teu11,fu teuˇ,fu-thèu,fu4-theu2,,褲腰。褲子最上端，位於腰部，用來繫腰帶的部位。,例：褲頭个鈕仔㪐忒哩，愛安轉去。(褲頭的鈕釦掉了，要縫回去。), , ,　
四縣腔,121,墳堂, ,聲母索引/01 四縣/n/u/陽平(5/ˇ/11),(文)fun11 tong11/(白)pun11 tong11,(文)funˇ tongˇ/(白)punˇ tongˇ,(文)fùn-thòng/(白)phùn-thòng,(文)fun2-thong2/(白)phun2-thong2,,墳墓的前庭。,例：墳堂先掃淨來，等下愛排牲儀祭祖。(墳堂先掃乾淨，稍後要擺放牲禮祭祖。), , ,　
四縣腔,122,紅粄, ,"詞目分類索引/宗教民俗
詞目分類索引/飲食
聲母索引/01 四縣/ng/u/陽平(5/ˇ/11)",fung11 ban31,fungˇ banˋ,fùng-pán,fung2-pan3,,糯米蒸製而成的食品。外觀呈橢圓形，約3公分厚，並以模具壓製花紋，形似龜殼，上方塗成紅色。傳統客家紅粄並不包餡。有些地方將原料添加紅色素，也有些地方加綠豆沙等內餡製成。用於家中新生兒滿月或男丁成年時，所舉行的「打新丁」儀式中，稱為「新丁粄」。,例：正月半係有打新丁个人，愛拿紅粄去廟項敬神。(正月半若有人做添丁儀式，要拿紅粄去廟裡祭拜神明。), , ,　
四縣腔,123,紅菜, ,聲母索引/01 四縣/ng/u/陽平(5/ˇ/11),fung11 coi55,fungˇ coi,fùng-chhoi,fung2-chhoi4,,紅鳳菜。一種可食用的菊科植物。葉片正面為深綠色，背面為紫紅色，葉肉厚，水分多。,例：聽講紅菜煮卵酒，食吔做得補血。(聽說紅鳳菜煮蛋酒，吃了可以補血。), , ,　
四縣腔,124,風神, ,"詞目分類索引/人物品評
聲母索引/01 四縣/ng/u/陰平(1/ˊ/24)",fung24 siin11,fungˊ siinˇ,fûng-sṳ̀n,fung1-siin2,,威風凜凜的樣子。,例：該隻後生仔打扮到派頭派頭，當風神樣仔。(那個年輕人打扮得時髦氣派，非常神氣的樣子。),神氣, ,　
四縣腔,125,風圍, ,聲母索引/01 四縣/ng/u/陰平(1/ˊ/24),fung24 vi11,fungˊ viˇ,fûng-vì,fung1-vi2,,防風林。,例：田脣種兜仔風圍，菜正毋會分風交到壞壞。(田邊種些防風林，菜才不會被風吹壞。),竹圍, ,　
四縣腔,126,奉工, ,"詞目分類索引/產業勞動
聲母索引/01 四縣/ng/u/去聲(3/ /55)",fung55 gung24,fung gungˊ,fung-kûng,fung4-kung1,,無酬勞替公家做事。,例：這擺做个事，無拿半銑錢，總下奉工。(這次的工作，沒拿半毛錢，全部無酬替公家做。), , ,　
四縣腔,127,奉待, ,"詞目分類索引/人際互動
聲母索引/01 四縣/ng/u/去聲(3/ /55)",fung55 tai55,fung tai,fung-thai,fung4-thai4,,侍奉。,例：做人子女愛好好仔奉待爺哀。(為人子女要好好侍奉父母。),服侍, ,　
四縣腔,128,加減, ,聲母索引/01 四縣/g/a/陰平(1/ˊ/24),ga24 gam31,gaˊ gamˋ,kâ-kám,ka1-kam3,,或多或少。　,"落雨天人客少，有生理就加減賺兜仔。
下雨天客人少，有生意就多少賺一點。",多少　加加減減　多多少少　, ,　
四縣腔,129,家官, ,"詞目分類索引/宗教民俗
聲母索引/01 四縣/g/a/陰平(1/ˊ/24)
詞目分類索引/稱謂身分",ga24 gon24,gaˊ gonˊ,kâ-kôn,ka1-kon1,,公公。丈夫的父親。,例：吾家官做小學先生，這下既經退休吔。(我公公當小學老師，現在已經退休了。), , ,　
四縣腔,130,耕田人, ,聲母索引/01 四縣/ng/a/陰平(1/ˊ/24),gang24 tien11 ngin11,gangˊ tienˇ nginˇ,kâng-thièn-ngìn,kang1-thien2-ngin2,,農人。,例：耕田人一年透天都無好閒。(農人一年到頭都没得閒。),耕種人　農民, ,　
